timestamp,price,market_cap,volume,coin,symbol,name,market_cap_rank,circulating_supply,total_supply,max_supply,ath,atl,price_change_24h,price_change_percentage_24h,categories
2025-04-03 00:00:00,82526.4221526433,1637358764747.381,46332905657.77597,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-04 00:00:00,83163.98757387721,1652537223074.958,36594464539.14662,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-05 00:00:00,83852.00765399594,1664234880198.049,35647289400.47406,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-06 00:00:00,83595.88550177493,1656020067997.187,14910400035.531416,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-07 00:00:00,78211.48358199988,1555325260787.2627,36140377231.68329,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-08 00:00:00,79179.29226757778,1581407565278.352,82909748172.59216,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-09 00:00:00,76329.090356324,1515042499757.3254,47812787635.22632,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-10 00:00:00,82622.17029546302,1640567909122.172,87408220482.11568,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-11 00:00:00,79596.35732250768,1580023209138.0547,41213520154.25157,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-12 00:00:00,83439.28818043756,1655868880454.1702,39813566443.76779,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-13 00:00:00,85305.09728392666,1693600655371.0874,22428929482.069122,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-14 00:00:00,83600.82010054543,1658923208081.8682,28731125717.934357,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-15 00:00:00,84523.4524914945,1677843510120.269,33155578229.343513,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-16 00:00:00,83656.49248858042,1660749023283.0562,25084671427.622566,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-17 00:00:00,84105.77942167096,1670497569762.047,26948109141.803364,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-18 00:00:00,84930.90857600998,1686226810049.1836,19323821375.14309,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-19 00:00:00,84433.75017215389,1676373197914.5117,9550691272.782005,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-20 00:00:00,85126.66244301842,1690090596771.3958,12635983530.804455,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-21 00:00:00,85073.16544858096,1689008667806.3804,12625843856.313684,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-22 00:00:00,87452.04699068287,1735703747771.06,40070025414.28289,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
2025-04-23 00:00:00,93576.16588573981,1858587811717.8286,53841992235.36636,bitcoin,btc,Bitcoin,1,19987287.0,19987300.0,21000000.0,126080.0,67.81,-1517.76821005813,-2.14647,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index"
