timestamp,coin,price,market_cap,volume,market_cap_rank,ath,atl,log_return_1d,volatility_7d,volatility_14d,rsi_14,volume_to_marketcap,circulating_supply_history,distance_from_ath,distance_from_atl,has_max_supply,ma_7,ma_14,ma_30,price_to_ma7,price_to_ma30,macd,macd_signal,macd_histogram,momentum_5d,momentum_10d,momentum_acceleration
2025-02-26,bitcoin,88755.77,1759750360550.0,96742453403.0,1,126080.0,67.81,-0.029321698340462832,0.025461782908831658,0.02003294817501561,32.388056314161005,0.054975100770977364,19826884.0,-0.2960360881979695,1307.8891019023743,1,94874.07142857143,95785.44142857143,88755.77,-0.06448865676833278,0.0,-760.3964178435272,-49.190462728840856,-711.2059551146863,-0.09786671290709736,-0.09033703512198166,-0.007529677785115707
2025-02-27,bitcoin,83900.11,1664314955448.0,69277430796.0,1,126080.0,67.81,-0.05626151576978271,0.028517507672898956,0.022594333470147755,19.15090204759268,0.041625192737243605,19836863.0,-0.33454861992385787,1236.2822592537973,1,93066.24857142857,94790.00714285715,83900.11,-0.09849047009124406,0.0,-1561.5042668587266,-351.65322355481806,-1209.8510433039087,-0.12726925299755054,-0.1273980531329646,0.00012880013541405333
2025-02-28,bitcoin,84709.14,1679555320077.0,81960688218.0,1,126080.0,67.81,0.009596581550735157,0.02658020285902465,0.02323523684032745,23.21101166259828,0.04879904057833741,19827321.0,-0.32813182106598987,1248.2130954136558,1,91112.65142857144,93943.39857142857,84709.14,-0.07028125433921244,0.0,-2106.8199403964536,-702.6865669231452,-1404.1333734733084,-0.12276823230981682,-0.11555088447897688,-0.0072173478308399375
2025-03-01,bitcoin,84441.9,1674754437110.0,80695237175.0,1,126080.0,67.81,-0.0031597821964160612,0.027419598195645743,0.02268133508171565,19.60599037759954,0.04818332490239573,19833216.0,-0.3302514276649747,1244.2720837634565,1,89442.18571428572,93011.5,84441.9,-0.05590522720742365,0.0,-2531.3705115112534,-1068.4233558407668,-1462.9471556704866,-0.1233870383377701,-0.11575356803313741,-0.0076334703046326835
2025-03-02,bitcoin,86005.26,1705564098301.0,30634474723.0,1,126080.0,67.81,0.018344733262593338,0.02976271455671783,0.023795701751706793,24.798348697345872,0.017961491305730798,19830928.0,-0.31785168147208126,1267.327090399646,1,87933.77285714285,92185.45071428572,86005.26,-0.02193142400788274,0.0,-2710.43559701131,-1396.8258040748756,-1313.6097929364346,-0.05899015906141991,-0.10926025792381056,0.050270098862390644
2025-03-03,bitcoin,94261.53,1868321705444.0,61859112551.0,1,126080.0,67.81,0.0916646958895685,0.05092444407803833,0.035795547351881826,46.83038739448447,0.03310945452849588,19820617.0,-0.2523673064720812,1389.0830261023448,1,87638.64,92050.60642857142,94261.53,0.07557043331571553,0.0,-2161.220771155131,-1549.7047974909267,-611.5159736642042,0.06203269939520539,-0.04190494989445481,0.1039376492896602
2025-03-04,bitcoin,86124.71,1708198960874.0,68715362745.0,1,126080.0,67.81,-0.09027679093409186,0.058469020544243355,0.042979574894349136,37.14634794043514,0.04022679109337579,19834017.0,-0.31690426713197967,1269.088629995576,1,86885.48857142858,91361.21714285715,86124.71,-0.008756106272028785,0.0,-2355.386012764604,-1710.8410405456623,-644.5449722189417,0.02651486392568514,-0.10412891599701912,0.13064377992270426
2025-03-05,bitcoin,87310.81,1731441668070.0,65863356680.0,1,126080.0,67.81,0.01367791893819279,0.05817341558437705,0.04334564162783711,39.35604783840804,0.03803960473783471,19830782.0,-0.3074967480964467,1286.580150420292,1,86679.06571428571,90776.56857142858,87310.81,0.0072883144333450054,0.0,-2386.050107897201,-1845.8828540159702,-540.1672538812309,0.0307129785522553,-0.09582583184339111,0.1265388103956464
2025-03-06,bitcoin,90604.08,1797706868228.0,51606642860.0,1,126080.0,67.81,0.03702496408004874,0.05432105691028473,0.044685847062820055,42.68652358080245,0.028706928683466998,19841346.0,-0.281376269035533,1335.1462911075064,1,87636.7757142857,90351.51214285714,90604.08,0.03385912205839631,0.0,-2120.172232483761,-1900.7407297095285,-219.4315027742325,0.07297538307404272,-0.059415871652797714,0.13239125472684043
2025-03-07,bitcoin,90001.4,1782785866812.0,47555759125.0,1,126080.0,67.81,-0.006674019382722084,0.054736721753648424,0.04417925882083535,39.37713397078739,0.026674969782007417,19808424.0,-0.2861564086294417,1326.2585164430025,1,88392.81285714285,89752.73214285714,90001.4,0.018198166693222887,0.0,-1935.778885849475,-1907.748360937518,-28.030524911956945,0.04646390232411357,-0.015267169726019936,0.061731072050133506
2025-03-08,bitcoin,86773.34,1720436931689.0,63216440875.0,1,126080.0,67.81,-0.03652579413370046,0.05732870890033028,0.04471232802777977,38.42386436197967,0.03674441051026421,19826792.0,-0.3117596763959391,1278.6540333284177,1,88725.87571428569,89084.0307142857,86773.34,-0.022006384254501295,0.0,-2026.760065713228,-1931.55070189266,-95.20936382056789,-0.07944057347679379,-0.022335787295857057,-0.05710478618093673
2025-03-09,bitcoin,86142.98,1708605516770.0,18809360803.0,1,126080.0,67.81,-0.007290957757956979,0.05706971964246959,0.044584492355983385,37.17780468796717,0.011008603576651087,19834530.0,-0.3167593591370559,1269.3580592832914,1,88745.55,88339.66142857143,86142.98,-0.029326202834959125,0.0,-2125.229764287811,-1970.2865143716904,-154.94324991612075,0.00021213424114852053,0.02673262287737166,-0.02652048863622314
2025-03-10,bitcoin,80751.14,1602073794580.0,32013406241.0,1,126080.0,67.81,-0.06463639422300509,0.04453203465472032,0.04700433848962027,32.99245420307919,0.01998247917749172,19839643.0,-0.3595245875634518,1189.844123285651,1,86815.49428571427,87227.06714285714,80751.14,-0.06985336356844518,0.0,-2608.277536512469,-2097.8847187998463,-510.3928177126227,-0.07513010130131648,-0.04672459193895728,-0.028405509362359194
2025-03-11,bitcoin,78783.94,1563547150148.0,49983692766.0,1,126080.0,67.81,-0.024662910664427842,0.03327186142800407,0.04575583396786163,35.275324669866535,0.031968139087630784,19846014.0,-0.37512737944162433,1160.8336528535615,1,85766.81285714285,86326.1507142857,78783.94,-0.08141695633221029,0.0,-3113.9374431100005,-2301.095263661877,-812.8421794481233,-0.13045924642687168,-0.06700417683638094,-0.06345506959049074
2025-03-12,bitcoin,82799.11,1642997419532.0,56404462275.0,1,126080.0,67.81,0.049708143555431045,0.040119728135760944,0.04808513285189437,43.262163298196995,0.034330219636660504,19843177.0,-0.3432811706852792,1220.0457159710957,1,85122.28428571428,85900.67500000002,82799.11,-0.027292198573014216,0.0,-3154.324806477176,-2471.741172224937,-682.5836342522389,-0.08002419962356133,-0.03727853389432223,-0.0427456657292391
